stt,word,pronunciation,meaning,word_type,example,topic,source_url
digital divide / /ˈdɪdʒ.ɪ.təl dɪˈvaɪd/,Sự chênh lệch trong việc tiếp cận công nghệ thông tin và truyền thông giữa các nhóm người khác nhau. (technology gap),noun,The digital divide hinders educational opportunities in remote areas.,,Sửa từXóa từ,HuyForum: Chủ đề TECHNOLOGY (Công Nghệ),https://luyentu.com/words
disruption / /dɪsˈrʌp.ʃən/,"Sự gián đoạn; sự thay đổi cơ bản trong cách thức hoạt động của một ngành do công nghệ mới xuất hiện. (disturbance, interruption)",noun,The rise of streaming services caused a major disruption in the music industry.,,Sửa từXóa từ,HuyForum: Chủ đề TECHNOLOGY (Công Nghệ),https://luyentu.com/words
ubiquitous / /juːˈbɪk.wɪ.təs/,"Phổ biến khắp nơi; có mặt ở khắp mọi nơi. (omnipresent, pervasive)",adjective,Smartphones have become ubiquitous in modern society.,,Sửa từXóa từ,HuyForum: Chủ đề TECHNOLOGY (Công Nghệ),https://luyentu.com/words
virtual reality / /ˈvɜː.tʃu.əl riˈæləti/,Công nghệ tạo ra môi trường mô phỏng bằng máy tính mà người dùng có thể tương tác. (simulated environment),noun,Virtual reality is used in gaming as well as in professional training programs.,,Sửa từXóa từ,HuyForum: Chủ đề TECHNOLOGY (Công Nghệ),https://luyentu.com/words
big data / /bɪɡ ˈdeɪ.tə/,Tập hợp dữ liệu lớn và phức tạp mà các công cụ xử lý dữ liệu truyền thống không thể xử lý. (large-scale data),noun,Companies analyze big data to gain insights into consumer behavior.,,Sửa từXóa từ,HuyForum: Chủ đề TECHNOLOGY (Công Nghệ),https://luyentu.com/words
biotechnology / /ˌbaɪ.əʊ.tekˈnɒl.ə.dʒi/,"Công nghệ sinh học; sử dụng các hệ thống sống và sinh vật để phát triển hoặc tạo ra sản phẩm. (bioengineering, genetic engineering)",noun,Advances in biotechnology have led to breakthroughs in medicine.,,Sửa từXóa từ,HuyForum: Chủ đề TECHNOLOGY (Công Nghệ),https://luyentu.com/words
research / /rɪˈsɜːtʃ/,Nghiên cứu,noun,Scientific research requires patience and meticulousness. (Nghiên cứu khoa học đòi hỏi sự kiên nhẫn và tỉ mỉ.),,Sửa từXóa từ,HuyForum: Chủ đề Khoa học (Science),https://luyentu.com/words
experiment / /ɪkˈsperɪment/,Thí nghiệm,noun,Scientists conduct experiments to test hypotheses. (Các nhà khoa học tiến hành thí nghiệm để kiểm chứng giả thuyết.),,Sửa từXóa từ,HuyForum: Chủ đề Khoa học (Science),https://luyentu.com/words
theory / /ˈθɪəri/,Lý thuyết,noun,The theory of relativity is one of Einstein's most famous theories. (Thuyết tương đối là một trong những lý thuyết nổi tiếng nhất của Einstein.),,Sửa từXóa từ,HuyForum: Chủ đề Khoa học (Science),https://luyentu.com/words
discovery / /dɪˈskʌvəri/,Khám phá,noun,The discovery of penicillin revolutionized medicine. (Khám phá ra penicillin đã cách mạng hóa y học.),,Sửa từXóa từ,HuyForum: Chủ đề Khoa học (Science),https://luyentu.com/words
discover / /dɪˈskʌvər/,Khám phá,verb,She discovered a new compound. (Cô ấy đã khám phá ra một loại hợp chất mới.),,Sửa từXóa từ,HuyForum: Chủ đề Khoa học (Science),https://luyentu.com/words
phenomenon / /fəˈnɒmɪnən/,Hiện tượng,noun,A rainbow is a beautiful natural phenomenon. (Cầu vồng là một hiện tượng tự nhiên tuyệt đẹp.),,Sửa từXóa từ,HuyForum: Chủ đề Khoa học (Science),https://luyentu.com/words
laboratory / /ləˈbɒrətri/,Phòng thí nghiệm,noun,They work in a modern laboratory. (Họ làm việc trong một phòng thí nghiệm hiện đại.),,Sửa từXóa từ,HuyForum: Chủ đề Khoa học (Science),https://luyentu.com/words
scientist / /ˈsaɪəntɪst/,Nhà khoa học,noun,The scientist is researching renewable energy. (Nhà khoa học đang nghiên cứu về năng lượng tái tạo.),,Sửa từXóa từ,HuyForum: Chủ đề Khoa học (Science),https://luyentu.com/words
genetics / /dʒəˈnetɪks/,Di truyền học,noun,Genetics helps better understand hereditary diseases. (Di truyền học giúp hiểu rõ hơn về bệnh di truyền.),,Sửa từXóa từ,HuyForum: Chủ đề Khoa học (Science),https://luyentu.com/words
astronomy / /əˈstrɒnəmi/,Thiên văn học,noun,Astronomy studies celestial bodies in the universe. (Thiên văn học nghiên cứu về các thiên thể trong vũ trụ.),,Sửa từXóa từ,HuyForum: Chủ đề Khoa học (Science),https://luyentu.com/words
invent / /ɪnˈvent/,Phát minh,verb,He invented the first telephone. (Ông ấy đã phát minh ra máy điện thoại đầu tiên.),,Sửa từXóa từ,HuyForum: Chủ đề Khoa học (Science),https://luyentu.com/words
observe / /əbˈzɜːv/,Quan sát,verb,Astronomers observe stars using telescopes. (Nhà thiên văn học quan sát các ngôi sao bằng kính viễn vọng.),,Sửa từXóa từ,HuyForum: Chủ đề Khoa học (Science),https://luyentu.com/words
analyze / /ˈænəlaɪz/,Phân tích,verb,The samples are analyzed in the laboratory. (Mẫu vật được phân tích trong phòng thí nghiệm.),,Sửa từXóa từ,HuyForum: Chủ đề Khoa học (Science),https://luyentu.com/words
scientific / /ˌsaɪənˈtɪfɪk/,Thuộc về khoa học,adjective,The scientific method is the basis of modern research. (Phương pháp khoa học là cơ sở của nghiên cứu hiện đại.),,Sửa từXóa từ,HuyForum: Chủ đề Khoa học (Science),https://luyentu.com/words
experimental / /ɪkˌsperɪˈmentl/,Thực nghiệm,adjective,Experimental data supports the new theory. (Dữ liệu thực nghiệm hỗ trợ cho lý thuyết mới.),,Sửa từXóa từ,HuyForum: Chủ đề Khoa học (Science),https://luyentu.com/words
innovative / /ˈɪnəvətɪv/,"Sáng tạo, đổi mới",adjective,This innovative solution can address the energy issue. (Giải pháp sáng tạo này có thể giải quyết vấn đề năng lượng.),,Sửa từXóa từ,HuyForum: Chủ đề Khoa học (Science),https://luyentu.com/words
theoretical / /ˌθɪəˈretɪkl/,Thuộc về lý thuyết,adjective,His research is highly theoretical. (Nghiên cứu của anh ấy mang tính lý thuyết cao.),,Sửa từXóa từ,HuyForum: Chủ đề Khoa học (Science),https://luyentu.com/words
empirical / /ɪmˈpɪrɪkl/,"Dựa trên kinh nghiệm, thực nghiệm",adjective,Empirical evidence is necessary to verify the hypothesis. (Bằng chứng thực nghiệm là cần thiết để xác minh giả thuyết.),,Sửa từXóa từ,HuyForum: Chủ đề Khoa học (Science),https://luyentu.com/words
scientific method / /saɪənˈtɪfɪk ˈmeθəd/,Phương pháp khoa học,phrase,"The scientific method includes observation, hypothesis, and experimentation. (Phương pháp khoa học bao gồm quan sát, giả thuyết và thí nghiệm.)",,Sửa từXóa từ,HuyForum: Chủ đề Khoa học (Science),https://luyentu.com/words
make a breakthrough / /meɪk ə ˈbreɪkθruː/,Tạo ra đột phá,phrase,The research team made a breakthrough in cancer treatment. (Nhóm nghiên cứu đã tạo ra đột phá trong việc chữa trị bệnh ung thư.),,Sửa từXóa từ,HuyForum: Chủ đề Khoa học (Science),https://luyentu.com/words
conduct an experiment / /kənˈdʌkt ən ɪkˈsperɪment/,Tiến hành thí nghiệm,phrase,They will conduct an experiment on stem cells. (Họ sẽ tiến hành thí nghiệm trên tế bào gốc.),,Sửa từXóa từ,HuyForum: Chủ đề Khoa học (Science),https://luyentu.com/words
prove a theory / /pruːv ə ˈθɪəri/,Chứng minh lý thuyết,phrase,Scientists are trying to prove the new theory. (Các nhà khoa học đang cố gắng chứng minh lý thuyết mới.),,Sửa từXóa từ,HuyForum: Chủ đề Khoa học (Science),https://luyentu.com/words
publish findings / /ˈpʌblɪʃ ˈfaɪndɪŋz/,Công bố phát hiện,phrase,The research findings were published in a scientific journal. (Phát hiện của nghiên cứu đã được công bố trên tạp chí khoa học.),,Sửa từXóa từ,HuyForum: Chủ đề Khoa học (Science),https://luyentu.com/words
athlete / /ˈæθliːt/,vận động viên,noun,The fastest athlete won the gold medal. (Vận động viên chạy nhanh nhất đã giành huy chương vàng.),,Sửa từXóa từ,HuyForum: Chủ đề Thể thao (Sports),https://luyentu.com/words
competition / /ˌkɒmpəˈtɪʃn/,cuộc thi đấu,noun,The football competition will take place next week. (Cuộc thi đấu bóng đá sẽ diễn ra vào tuần sau.),,Sửa từXóa từ,HuyForum: Chủ đề Thể thao (Sports),https://luyentu.com/words
team / /tiːm/,đội,noun,Our team has reached the finals. (Đội của chúng tôi đã vào vòng chung kết.),,Sửa từXóa từ,HuyForum: Chủ đề Thể thao (Sports),https://luyentu.com/words
coach / /kəʊtʃ/,huấn luyện viên,noun,The coach introduces a new strategy for the team. (Huấn luyện viên đưa ra chiến lược mới cho đội bóng.),,Sửa từXóa từ,HuyForum: Chủ đề Thể thao (Sports),https://luyentu.com/words
referee / /ˌrɛfəˈriː/,trọng tài,noun,The referee blew the whistle to end the match. (Trọng tài thổi còi kết thúc trận đấu.),,Sửa từXóa từ,HuyForum: Chủ đề Thể thao (Sports),https://luyentu.com/words
stadium / /ˈsteɪdiəm/,sân vận động,noun,The stadium was packed with spectators during the final. (Sân vận động chật kín khán giả trong trận chung kết.),,Sửa từXóa từ,HuyForum: Chủ đề Thể thao (Sports),https://luyentu.com/words
training / /ˈtreɪnɪŋ/,sự huấn luyện,noun,Intensive training helped him improve his performance. (Sự huấn luyện chăm chỉ giúp anh ấy cải thiện thành tích.),,Sửa từXóa từ,HuyForum: Chủ đề Thể thao (Sports),https://luyentu.com/words
champion / /ˈtʃæmpiən/,nhà vô địch,noun,She is the youngest champion in the tournament's history. (Cô ấy là nhà vô địch trẻ nhất trong lịch sử giải đấu.),,Sửa từXóa từ,HuyForum: Chủ đề Thể thao (Sports),https://luyentu.com/words
match / /mætʃ/,trận đấu,noun,The match between the two teams was very dramatic. (Trận đấu giữa hai đội diễn ra rất kịch tính.),,Sửa từXóa từ,HuyForum: Chủ đề Thể thao (Sports),https://luyentu.com/words
victory / /ˈvɪktəri/,chiến thắng,noun,This victory is the result of relentless efforts. (Chiến thắng này là kết quả của sự nỗ lực không ngừng.),,Sửa từXóa từ,HuyForum: Chủ đề Thể thao (Sports),https://luyentu.com/words
compete / /kəmˈpiːt/,thi đấu,verb,Athletes from around the world come to compete. (Các vận động viên từ khắp nơi trên thế giới đến thi đấu.),,Sửa từXóa từ,HuyForum: Chủ đề Thể thao (Sports),https://luyentu.com/words
train / /treɪn/,"huấn luyện, tập luyện",verb,He spends many hours each day to train. (Anh ấy dành nhiều giờ mỗi ngày để tập luyện.),,Sửa từXóa từ,HuyForum: Chủ đề Thể thao (Sports),https://luyentu.com/words
win / /wɪn/,chiến thắng,verb,Our team won with a score of 2-1. (Đội của chúng tôi đã chiến thắng với tỷ số 2-1.),,Sửa từXóa từ,HuyForum: Chủ đề Thể thao (Sports),https://luyentu.com/words
lose / /luːz/,thua,verb,They lost in the semi-finals. (Họ đã thua trong trận bán kết.),,Sửa từXóa từ,HuyForum: Chủ đề Thể thao (Sports),https://luyentu.com/words
score / /skɔː/,ghi bàn,verb,Player number 10 scored the decisive goal. (Cầu thủ số 10 đã ghi bàn quyết định.),,Sửa từXóa từ,HuyForum: Chủ đề Thể thao (Sports),https://luyentu.com/words
athletic / /æθˈlɛtɪk/,"khỏe mạnh, năng động",adjective,He has an athletic build. (Anh ấy có thân hình khỏe mạnh và năng động.),,Sửa từXóa từ,HuyForum: Chủ đề Thể thao (Sports),https://luyentu.com/words
professional / /prəˈfɛʃənl/,chuyên nghiệp,adjective,She is a professional athlete. (Cô ấy là một vận động viên chuyên nghiệp.),,Sửa từXóa từ,HuyForum: Chủ đề Thể thao (Sports),https://luyentu.com/words
determined / /dɪˈtɜːmɪnd/,quyết tâm,adjective,His determination helped him overcome the injury. (Sự quyết tâm giúp anh ấy vượt qua chấn thương.),,Sửa từXóa từ,HuyForum: Chủ đề Thể thao (Sports),https://luyentu.com/words
victorious / /vɪkˈtɔːriəs/,chiến thắng,adjective,The team returned home victorious. (Đội bóng trở về trong niềm vui chiến thắng.),,Sửa từXóa từ,HuyForum: Chủ đề Thể thao (Sports),https://luyentu.com/words
take part in a competition / /teɪk pɑːt ɪn ə ˌkɒmpəˈtɪʃn/,tham gia cuộc thi đấu,phrase,She will take part in the national swimming competition. (Cô ấy sẽ tham gia cuộc thi đấu bơi lội quốc gia.),,Sửa từXóa từ,HuyForum: Chủ đề Thể thao (Sports),https://luyentu.com/words
set a record / /sɛt ə ˈrɛkɔːd/,thiết lập kỷ lục,phrase,The athlete set a new world record. (Vận động viên đã thiết lập kỷ lục thế giới mới.),,Sửa từXóa từ,HuyForum: Chủ đề Thể thao (Sports),https://luyentu.com/words
break a record / /breɪk ə ˈrɛkɔːd/,phá kỷ lục,phrase,He broke his own record. (Anh ấy đã phá kỷ lục của chính mình.),,Sửa từXóa từ,HuyForum: Chủ đề Thể thao (Sports),https://luyentu.com/words
keep fit / /kiːp fɪt/,"giữ dáng, giữ sức khỏe",phrase,Regular exercise helps you keep fit. (Tập thể dục thường xuyên giúp bạn giữ dáng.),,Sửa từXóa từ,HuyForum: Chủ đề Thể thao (Sports),https://luyentu.com/words
team spirit / /tiːm ˈspɪrɪt/,tinh thần đồng đội,phrase,Team spirit is an important factor in sports. (Tinh thần đồng đội là yếu tố quan trọng trong thể thao.),,Sửa từXóa từ,HuyForum: Chủ đề Thể thao (Sports),https://luyentu.com/words
air quality / /ɛər ˈkwɒləti/,chất lượng không khí (độ sạch của không khí),phrase,The air quality in the city has improved significantly.,,Sửa từXóa từ,IELTS: Chủ đề ENVIRONMENT,https://luyentu.com/words
to become extinct / /tʊ bɪˈkʌm ɪkˈstɪŋkt/,tiệt chủng,verb,Many species are at risk of becoming extinct.,,Sửa từXóa từ,IELTS: Chủ đề ENVIRONMENT,https://luyentu.com/words
to be under threat / /tʊ bi ˈʌndər θrɛt/,nguy cơ tuyệt chủng,verb,These animals are under threat from habitat loss.,,Sửa từXóa từ,IELTS: Chủ đề ENVIRONMENT,https://luyentu.com/words
climate change / /ˈklaɪmət ˈtʃeɪndʒ/,biến đổi khí hậu,phrase,Climate change is a major global concern.,,Sửa từXóa từ,IELTS: Chủ đề ENVIRONMENT,https://luyentu.com/words
